InvestorCashflowID,InvestorCashflowRef,CashflowID,CashflowRef,FundID,FundCode,InvestorID,InvestorCode,Date,DateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,CommitmentSharePct,Status,AllocationMethod
2617,ICF-002617,247,CF-BG2-20201231-0206,2,BG2,3,GSIA,44196,20201231,CALL,Follow-on Investment,-1272500,USD,0.894233,-1137911,0.166666667,Settled,Pro Rata by Eligible Commitment
2618,ICF-002618,247,CF-BG2-20201231-0206,2,BG2,4,CPP,44196,20201231,CALL,Follow-on Investment,-1102833,USD,0.894233,-986190,0.144444444,Settled,Pro Rata by Eligible Commitment
2619,ICF-002619,247,CF-BG2-20201231-0206,2,BG2,6,SPBAM,44196,20201231,CALL,Follow-on Investment,-593833,USD,0.894233,-531025,0.077777778,Settled,Pro Rata by Eligible Commitment
2620,ICF-002620,247,CF-BG2-20201231-0206,2,BG2,11,MCV,44196,20201231,CALL,Follow-on Investment,-169667,USD,0.894233,-151722,0.022222222,Settled,Pro Rata by Eligible Commitment
2621,ICF-002621,247,CF-BG2-20201231-0206,2,BG2,5,UKPBF,44196,20201231,CALL,Follow-on Investment,-424167,USD,0.894233,-379304,0.055555556,Settled,Pro Rata by Eligible Commitment
2622,ICF-002622,247,CF-BG2-20201231-0206,2,BG2,7,AIP,44196,20201231,CALL,Follow-on Investment,-1018000,USD,0.894233,-910329,0.133333333,Settled,Pro Rata by Eligible Commitment
2623,ICF-002623,247,CF-BG2-20201231-0206,2,BG2,8,UUE,44196,20201231,CALL,Follow-on Investment,-678667,USD,0.894233,-606886,0.088888889,Settled,Pro Rata by Eligible Commitment
2624,ICF-002624,247,CF-BG2-20201231-0206,2,BG2,9,EIG,44196,20201231,CALL,Follow-on Investment,-593833,USD,0.894233,-531025,0.077777778,Settled,Pro Rata by Eligible Commitment
2625,ICF-002625,247,CF-BG2-20201231-0206,2,BG2,10,GPCF,44196,20201231,CALL,Follow-on Investment,-169667,USD,0.894233,-151722,0.022222222,Settled,Pro Rata by Eligible Commitment
2626,ICF-002626,248,CF-BG2-20201231-EXP,2,BG2,1,SPR,44196,20201231,CALL,Fund Expense,-22500,USD,0.894233,-20120,0.1,Settled,Pro Rata by Eligible Commitment
2627,ICF-002627,248,CF-BG2-20201231-EXP,2,BG2,2,NIG,44196,20201231,CALL,Fund Expense,-25000,USD,0.894233,-22356,0.111111111,Settled,Pro Rata by Eligible Commitment
2628,ICF-002628,248,CF-BG2-20201231-EXP,2,BG2,3,GSIA,44196,20201231,CALL,Fund Expense,-37500,USD,0.894233,-33534,0.166666667,Settled,Pro Rata by Eligible Commitment
2629,ICF-002629,248,CF-BG2-20201231-EXP,2,BG2,4,CPP,44196,20201231,CALL,Fund Expense,-32500,USD,0.894233,-29062,0.144444444,Settled,Pro Rata by Eligible Commitment
2630,ICF-002630,248,CF-BG2-20201231-EXP,2,BG2,6,SPBAM,44196,20201231,CALL,Fund Expense,-17500,USD,0.894233,-15649,0.077777778,Settled,Pro Rata by Eligible Commitment
2631,ICF-002631,248,CF-BG2-20201231-EXP,2,BG2,11,MCV,44196,20201231,CALL,Fund Expense,-5000,USD,0.894233,-4471,0.022222222,Settled,Pro Rata by Eligible Commitment
2632,ICF-002632,248,CF-BG2-20201231-EXP,2,BG2,5,UKPBF,44196,20201231,CALL,Fund Expense,-12500,USD,0.894233,-11178,0.055555556,Settled,Pro Rata by Eligible Commitment
2633,ICF-002633,248,CF-BG2-20201231-EXP,2,BG2,7,AIP,44196,20201231,CALL,Fund Expense,-30000,USD,0.894233,-26827,0.133333333,Settled,Pro Rata by Eligible Commitment
2634,ICF-002634,248,CF-BG2-20201231-EXP,2,BG2,8,UUE,44196,20201231,CALL,Fund Expense,-20000,USD,0.894233,-17885,0.088888889,Settled,Pro Rata by Eligible Commitment
2635,ICF-002635,248,CF-BG2-20201231-EXP,2,BG2,9,EIG,44196,20201231,CALL,Fund Expense,-17500,USD,0.894233,-15649,0.077777778,Settled,Pro Rata by Eligible Commitment
2636,ICF-002636,248,CF-BG2-20201231-EXP,2,BG2,10,GPCF,44196,20201231,CALL,Fund Expense,-5000,USD,0.894233,-4471,0.022222222,Settled,Pro Rata by Eligible Commitment
2637,ICF-002637,249,CF-BG2-20201231-FEE,2,BG2,1,SPR,44196,20201231,CALL,Management Fee,-225000,USD,0.894233,-201202,0.1,Settled,Pro Rata by Eligible Commitment
2638,ICF-002638,249,CF-BG2-20201231-FEE,2,BG2,2,NIG,44196,20201231,CALL,Management Fee,-250000,USD,0.894233,-223558,0.111111111,Settled,Pro Rata by Eligible Commitment
2639,ICF-002639,249,CF-BG2-20201231-FEE,2,BG2,3,GSIA,44196,20201231,CALL,Management Fee,-375000,USD,0.894233,-335337,0.166666667,Settled,Pro Rata by Eligible Commitment
2640,ICF-002640,249,CF-BG2-20201231-FEE,2,BG2,4,CPP,44196,20201231,CALL,Management Fee,-325000,USD,0.894233,-290626,0.144444444,Settled,Pro Rata by Eligible Commitment
2641,ICF-002641,249,CF-BG2-20201231-FEE,2,BG2,6,SPBAM,44196,20201231,CALL,Management Fee,-175000,USD,0.894233,-156491,0.077777778,Settled,Pro Rata by Eligible Commitment
2642,ICF-002642,249,CF-BG2-20201231-FEE,2,BG2,11,MCV,44196,20201231,CALL,Management Fee,-50000,USD,0.894233,-44712,0.022222222,Settled,Pro Rata by Eligible Commitment
2643,ICF-002643,249,CF-BG2-20201231-FEE,2,BG2,5,UKPBF,44196,20201231,CALL,Management Fee,-125000,USD,0.894233,-111779,0.055555556,Settled,Pro Rata by Eligible Commitment
2644,ICF-002644,249,CF-BG2-20201231-FEE,2,BG2,7,AIP,44196,20201231,CALL,Management Fee,-300000,USD,0.894233,-268270,0.133333333,Settled,Pro Rata by Eligible Commitment
2645,ICF-002645,249,CF-BG2-20201231-FEE,2,BG2,8,UUE,44196,20201231,CALL,Management Fee,-200000,USD,0.894233,-178846,0.088888889,Settled,Pro Rata by Eligible Commitment
2646,ICF-002646,249,CF-BG2-20201231-FEE,2,BG2,9,EIG,44196,20201231,CALL,Management Fee,-175000,USD,0.894233,-156491,0.077777778,Settled,Pro Rata by Eligible Commitment
2647,ICF-002647,249,CF-BG2-20201231-FEE,2,BG2,10,GPCF,44196,20201231,CALL,Management Fee,-50000,USD,0.894233,-44712,0.022222222,Settled,Pro Rata by Eligible Commitment
2648,ICF-002648,250,CF-BG2-20210331-0207,2,BG2,1,SPR,44286,20210331,CALL,Follow-on Investment,-458100,USD,0.895466,-410213,0.1,Settled,Pro Rata by Eligible Commitment
2649,ICF-002649,250,CF-BG2-20210331-0207,2,BG2,2,NIG,44286,20210331,CALL,Follow-on Investment,-509000,USD,0.895466,-455792,0.111111111,Settled,Pro Rata by Eligible Commitment
2650,ICF-002650,250,CF-BG2-20210331-0207,2,BG2,3,GSIA,44286,20210331,CALL,Follow-on Investment,-763500,USD,0.895466,-683688,0.166666667,Settled,Pro Rata by Eligible Commitment
2651,ICF-002651,250,CF-BG2-20210331-0207,2,BG2,4,CPP,44286,20210331,CALL,Follow-on Investment,-661700,USD,0.895466,-592530,0.144444444,Settled,Pro Rata by Eligible Commitment
2652,ICF-002652,250,CF-BG2-20210331-0207,2,BG2,6,SPBAM,44286,20210331,CALL,Follow-on Investment,-356300,USD,0.895466,-319055,0.077777778,Settled,Pro Rata by Eligible Commitment
2653,ICF-002653,250,CF-BG2-20210331-0207,2,BG2,11,MCV,44286,20210331,CALL,Follow-on Investment,-101800,USD,0.895466,-91158,0.022222222,Settled,Pro Rata by Eligible Commitment
2654,ICF-002654,250,CF-BG2-20210331-0207,2,BG2,5,UKPBF,44286,20210331,CALL,Follow-on Investment,-254500,USD,0.895466,-227896,0.055555556,Settled,Pro Rata by Eligible Commitment
2655,ICF-002655,250,CF-BG2-20210331-0207,2,BG2,7,AIP,44286,20210331,CALL,Follow-on Investment,-610800,USD,0.895466,-546951,0.133333333,Settled,Pro Rata by Eligible Commitment
2656,ICF-002656,250,CF-BG2-20210331-0207,2,BG2,8,UUE,44286,20210331,CALL,Follow-on Investment,-407200,USD,0.895466,-364634,0.088888889,Settled,Pro Rata by Eligible Commitment
2657,ICF-002657,250,CF-BG2-20210331-0207,2,BG2,9,EIG,44286,20210331,CALL,Follow-on Investment,-356300,USD,0.895466,-319055,0.077777778,Settled,Pro Rata by Eligible Commitment
2658,ICF-002658,250,CF-BG2-20210331-0207,2,BG2,10,GPCF,44286,20210331,CALL,Follow-on Investment,-101800,USD,0.895466,-91158,0.022222222,Settled,Pro Rata by Eligible Commitment
2659,ICF-002659,251,CF-BG2-20210331-EXP,2,BG2,1,SPR,44286,20210331,CALL,Fund Expense,-22500,USD,0.895466,-20148,0.1,Settled,Pro Rata by Eligible Commitment
2660,ICF-002660,251,CF-BG2-20210331-EXP,2,BG2,2,NIG,44286,20210331,CALL,Fund Expense,-25000,USD,0.895466,-22387,0.111111111,Settled,Pro Rata by Eligible Commitment
2661,ICF-002661,251,CF-BG2-20210331-EXP,2,BG2,3,GSIA,44286,20210331,CALL,Fund Expense,-37500,USD,0.895466,-33580,0.166666667,Settled,Pro Rata by Eligible Commitment
2662,ICF-002662,251,CF-BG2-20210331-EXP,2,BG2,4,CPP,44286,20210331,CALL,Fund Expense,-32500,USD,0.895466,-29103,0.144444444,Settled,Pro Rata by Eligible Commitment
2663,ICF-002663,251,CF-BG2-20210331-EXP,2,BG2,6,SPBAM,44286,20210331,CALL,Fund Expense,-17500,USD,0.895466,-15671,0.077777778,Settled,Pro Rata by Eligible Commitment
2664,ICF-002664,251,CF-BG2-20210331-EXP,2,BG2,11,MCV,44286,20210331,CALL,Fund Expense,-5000,USD,0.895466,-4477,0.022222222,Settled,Pro Rata by Eligible Commitment
2665,ICF-002665,251,CF-BG2-20210331-EXP,2,BG2,5,UKPBF,44286,20210331,CALL,Fund Expense,-12500,USD,0.895466,-11193,0.055555556,Settled,Pro Rata by Eligible Commitment
2666,ICF-002666,251,CF-BG2-20210331-EXP,2,BG2,7,AIP,44286,20210331,CALL,Fund Expense,-30000,USD,0.895466,-26864,0.133333333,Settled,Pro Rata by Eligible Commitment
2667,ICF-002667,251,CF-BG2-20210331-EXP,2,BG2,8,UUE,44286,20210331,CALL,Fund Expense,-20000,USD,0.895466,-17909,0.088888889,Settled,Pro Rata by Eligible Commitment
2668,ICF-002668,251,CF-BG2-20210331-EXP,2,BG2,9,EIG,44286,20210331,CALL,Fund Expense,-17500,USD,0.895466,-15671,0.077777778,Settled,Pro Rata by Eligible Commitment
2669,ICF-002669,251,CF-BG2-20210331-EXP,2,BG2,10,GPCF,44286,20210331,CALL,Fund Expense,-5000,USD,0.895466,-4477,0.022222222,Settled,Pro Rata by Eligible Commitment
2670,ICF-002670,252,CF-BG2-20210331-FEE,2,BG2,1,SPR,44286,20210331,CALL,Management Fee,-225000,USD,0.895466,-201480,0.1,Settled,Pro Rata by Eligible Commitment
2671,ICF-002671,252,CF-BG2-20210331-FEE,2,BG2,2,NIG,44286,20210331,CALL,Management Fee,-250000,USD,0.895466,-223866,0.111111111,Settled,Pro Rata by Eligible Commitment
2672,ICF-002672,252,CF-BG2-20210331-FEE,2,BG2,3,GSIA,44286,20210331,CALL,Management Fee,-375000,USD,0.895466,-335800,0.166666667,Settled,Pro Rata by Eligible Commitment
2673,ICF-002673,252,CF-BG2-20210331-FEE,2,BG2,4,CPP,44286,20210331,CALL,Management Fee,-325000,USD,0.895466,-291026,0.144444444,Settled,Pro Rata by Eligible Commitment
2674,ICF-002674,252,CF-BG2-20210331-FEE,2,BG2,6,SPBAM,44286,20210331,CALL,Management Fee,-175000,USD,0.895466,-156707,0.077777778,Settled,Pro Rata by Eligible Commitment
2675,ICF-002675,252,CF-BG2-20210331-FEE,2,BG2,11,MCV,44286,20210331,CALL,Management Fee,-50000,USD,0.895466,-44773,0.022222222,Settled,Pro Rata by Eligible Commitment
2676,ICF-002676,252,CF-BG2-20210331-FEE,2,BG2,5,UKPBF,44286,20210331,CALL,Management Fee,-125000,USD,0.895466,-111933,0.055555556,Settled,Pro Rata by Eligible Commitment
2677,ICF-002677,252,CF-BG2-20210331-FEE,2,BG2,7,AIP,44286,20210331,CALL,Management Fee,-300000,USD,0.895466,-268640,0.133333333,Settled,Pro Rata by Eligible Commitment
2678,ICF-002678,252,CF-BG2-20210331-FEE,2,BG2,8,UUE,44286,20210331,CALL,Management Fee,-200000,USD,0.895466,-179093,0.088888889,Settled,Pro Rata by Eligible Commitment
2679,ICF-002679,252,CF-BG2-20210331-FEE,2,BG2,9,EIG,44286,20210331,CALL,Management Fee,-175000,USD,0.895466,-156707,0.077777778,Settled,Pro Rata by Eligible Commitment
2680,ICF-002680,252,CF-BG2-20210331-FEE,2,BG2,10,GPCF,44286,20210331,CALL,Management Fee,-50000,USD,0.895466,-44773,0.022222222,Settled,Pro Rata by Eligible Commitment
2681,ICF-002681,253,CF-BG2-20210331-0146,2,BG2,1,SPR,44286,20210331,DIST,Dividend,1200,USD,0.895466,1074,0.1,Settled,Pro Rata by Eligible Commitment
2682,ICF-002682,253,CF-BG2-20210331-0146,2,BG2,2,NIG,44286,20210331,DIST,Dividend,1333,USD,0.895466,1194,0.111111111,Settled,Pro Rata by Eligible Commitment
2683,ICF-002683,253,CF-BG2-20210331-0146,2,BG2,3,GSIA,44286,20210331,DIST,Dividend,2000,USD,0.895466,1791,0.166666667,Settled,Pro Rata by Eligible Commitment
2684,ICF-002684,253,CF-BG2-20210331-0146,2,BG2,4,CPP,44286,20210331,DIST,Dividend,1733,USD,0.895466,1552,0.144444444,Settled,Pro Rata by Eligible Commitment
2685,ICF-002685,253,CF-BG2-20210331-0146,2,BG2,6,SPBAM,44286,20210331,DIST,Dividend,933,USD,0.895466,836,0.077777778,Settled,Pro Rata by Eligible Commitment
2686,ICF-002686,253,CF-BG2-20210331-0146,2,BG2,11,MCV,44286,20210331,DIST,Dividend,267,USD,0.895466,239,0.022222222,Settled,Pro Rata by Eligible Commitment
2687,ICF-002687,253,CF-BG2-20210331-0146,2,BG2,5,UKPBF,44286,20210331,DIST,Dividend,667,USD,0.895466,597,0.055555556,Settled,Pro Rata by Eligible Commitment
2688,ICF-002688,253,CF-BG2-20210331-0146,2,BG2,7,AIP,44286,20210331,DIST,Dividend,1600,USD,0.895466,1433,0.133333333,Settled,Pro Rata by Eligible Commitment
2689,ICF-002689,253,CF-BG2-20210331-0146,2,BG2,8,UUE,44286,20210331,DIST,Dividend,1067,USD,0.895466,955,0.088888889,Settled,Pro Rata by Eligible Commitment
2690,ICF-002690,253,CF-BG2-20210331-0146,2,BG2,9,EIG,44286,20210331,DIST,Dividend,933,USD,0.895466,836,0.077777778,Settled,Pro Rata by Eligible Commitment
2691,ICF-002691,253,CF-BG2-20210331-0146,2,BG2,10,GPCF,44286,20210331,DIST,Dividend,267,USD,0.895466,239,0.022222222,Settled,Pro Rata by Eligible Commitment
2692,ICF-002692,254,CF-BG2-20210630-EXP,2,BG2,1,SPR,44377,20210630,CALL,Fund Expense,-22500,USD,0.900665,-20265,0.1,Settled,Pro Rata by Eligible Commitment
2693,ICF-002693,254,CF-BG2-20210630-EXP,2,BG2,2,NIG,44377,20210630,CALL,Fund Expense,-25000,USD,0.900665,-22517,0.111111111,Settled,Pro Rata by Eligible Commitment
2694,ICF-002694,254,CF-BG2-20210630-EXP,2,BG2,3,GSIA,44377,20210630,CALL,Fund Expense,-37500,USD,0.900665,-33775,0.166666667,Settled,Pro Rata by Eligible Commitment
2695,ICF-002695,254,CF-BG2-20210630-EXP,2,BG2,4,CPP,44377,20210630,CALL,Fund Expense,-32500,USD,0.900665,-29272,0.144444444,Settled,Pro Rata by Eligible Commitment
2696,ICF-002696,254,CF-BG2-20210630-EXP,2,BG2,6,SPBAM,44377,20210630,CALL,Fund Expense,-17500,USD,0.900665,-15762,0.077777778,Settled,Pro Rata by Eligible Commitment
2697,ICF-002697,254,CF-BG2-20210630-EXP,2,BG2,11,MCV,44377,20210630,CALL,Fund Expense,-5000,USD,0.900665,-4503,0.022222222,Settled,Pro Rata by Eligible Commitment
2698,ICF-002698,254,CF-BG2-20210630-EXP,2,BG2,5,UKPBF,44377,20210630,CALL,Fund Expense,-12500,USD,0.900665,-11258,0.055555556,Settled,Pro Rata by Eligible Commitment
2699,ICF-002699,254,CF-BG2-20210630-EXP,2,BG2,7,AIP,44377,20210630,CALL,Fund Expense,-30000,USD,0.900665,-27020,0.133333333,Settled,Pro Rata by Eligible Commitment
2700,ICF-002700,254,CF-BG2-20210630-EXP,2,BG2,8,UUE,44377,20210630,CALL,Fund Expense,-20000,USD,0.900665,-18013,0.088888889,Settled,Pro Rata by Eligible Commitment
2701,ICF-002701,254,CF-BG2-20210630-EXP,2,BG2,9,EIG,44377,20210630,CALL,Fund Expense,-17500,USD,0.900665,-15762,0.077777778,Settled,Pro Rata by Eligible Commitment
2702,ICF-002702,254,CF-BG2-20210630-EXP,2,BG2,10,GPCF,44377,20210630,CALL,Fund Expense,-5000,USD,0.900665,-4503,0.022222222,Settled,Pro Rata by Eligible Commitment
2703,ICF-002703,255,CF-BG2-20210630-0222,2,BG2,1,SPR,44377,20210630,CALL,Investment,-3495200,USD,0.900665,-3148004,0.1,Settled,Pro Rata by Eligible Commitment
2704,ICF-002704,255,CF-BG2-20210630-0222,2,BG2,2,NIG,44377,20210630,CALL,Investment,-3883556,USD,0.900665,-3497783,0.111111111,Settled,Pro Rata by Eligible Commitment
2705,ICF-002705,255,CF-BG2-20210630-0222,2,BG2,3,GSIA,44377,20210630,CALL,Investment,-5825333,USD,0.900665,-5246674,0.166666667,Settled,Pro Rata by Eligible Commitment
2706,ICF-002706,255,CF-BG2-20210630-0222,2,BG2,4,CPP,44377,20210630,CALL,Investment,-5048622,USD,0.900665,-4547117,0.144444444,Settled,Pro Rata by Eligible Commitment
2707,ICF-002707,255,CF-BG2-20210630-0222,2,BG2,6,SPBAM,44377,20210630,CALL,Investment,-2718489,USD,0.900665,-2448448,0.077777778,Settled,Pro Rata by Eligible Commitment
2708,ICF-002708,255,CF-BG2-20210630-0222,2,BG2,11,MCV,44377,20210630,CALL,Investment,-776711,USD,0.900665,-699556,0.022222222,Settled,Pro Rata by Eligible Commitment
2709,ICF-002709,255,CF-BG2-20210630-0222,2,BG2,5,UKPBF,44377,20210630,CALL,Investment,-1941778,USD,0.900665,-1748891,0.055555556,Settled,Pro Rata by Eligible Commitment
2710,ICF-002710,255,CF-BG2-20210630-0222,2,BG2,7,AIP,44377,20210630,CALL,Investment,-4660267,USD,0.900665,-4197339,0.133333333,Settled,Pro Rata by Eligible Commitment
2711,ICF-002711,255,CF-BG2-20210630-0222,2,BG2,8,UUE,44377,20210630,CALL,Investment,-3106844,USD,0.900665,-2798226,0.088888889,Settled,Pro Rata by Eligible Commitment
2712,ICF-002712,255,CF-BG2-20210630-0222,2,BG2,9,EIG,44377,20210630,CALL,Investment,-2718489,USD,0.900665,-2448448,0.077777778,Settled,Pro Rata by Eligible Commitment
2713,ICF-002713,255,CF-BG2-20210630-0222,2,BG2,10,GPCF,44377,20210630,CALL,Investment,-776711,USD,0.900665,-699557,0.022222222,Settled,Pro Rata by Eligible Commitment
2714,ICF-002714,256,CF-BG2-20210630-FEE,2,BG2,1,SPR,44377,20210630,CALL,Management Fee,-225000,USD,0.900665,-202650,0.1,Settled,Pro Rata by Eligible Commitment
2715,ICF-002715,256,CF-BG2-20210630-FEE,2,BG2,2,NIG,44377,20210630,CALL,Management Fee,-250000,USD,0.900665,-225166,0.111111111,Settled,Pro Rata by Eligible Commitment
2716,ICF-002716,256,CF-BG2-20210630-FEE,2,BG2,3,GSIA,44377,20210630,CALL,Management Fee,-375000,USD,0.900665,-337749,0.166666667,Settled,Pro Rata by Eligible Commitment
2717,ICF-002717,256,CF-BG2-20210630-FEE,2,BG2,4,CPP,44377,20210630,CALL,Management Fee,-325000,USD,0.900665,-292716,0.144444444,Settled,Pro Rata by Eligible Commitment
2718,ICF-002718,256,CF-BG2-20210630-FEE,2,BG2,6,SPBAM,44377,20210630,CALL,Management Fee,-175000,USD,0.900665,-157617,0.077777778,Settled,Pro Rata by Eligible Commitment
2719,ICF-002719,256,CF-BG2-20210630-FEE,2,BG2,11,MCV,44377,20210630,CALL,Management Fee,-50000,USD,0.900665,-45033,0.022222222,Settled,Pro Rata by Eligible Commitment
2720,ICF-002720,256,CF-BG2-20210630-FEE,2,BG2,5,UKPBF,44377,20210630,CALL,Management Fee,-125000,USD,0.900665,-112583,0.055555556,Settled,Pro Rata by Eligible Commitment
2721,ICF-002721,256,CF-BG2-20210630-FEE,2,BG2,7,AIP,44377,20210630,CALL,Management Fee,-300000,USD,0.900665,-270200,0.133333333,Settled,Pro Rata by Eligible Commitment
2722,ICF-002722,256,CF-BG2-20210630-FEE,2,BG2,8,UUE,44377,20210630,CALL,Management Fee,-200000,USD,0.900665,-180133,0.088888889,Settled,Pro Rata by Eligible Commitment
2723,ICF-002723,256,CF-BG2-20210630-FEE,2,BG2,9,EIG,44377,20210630,CALL,Management Fee,-175000,USD,0.900665,-157616,0.077777778,Settled,Pro Rata by Eligible Commitment
2724,ICF-002724,256,CF-BG2-20210630-FEE,2,BG2,10,GPCF,44377,20210630,CALL,Management Fee,-50000,USD,0.900665,-45033,0.022222222,Settled,Pro Rata by Eligible Commitment
2725,ICF-002725,257,CF-BG2-20210630-0147,2,BG2,1,SPR,44377,20210630,DIST,Dividend,1300,USD,0.900665,1171,0.1,Settled,Pro Rata by Eligible Commitment
2726,ICF-002726,257,CF-BG2-20210630-0147,2,BG2,2,NIG,44377,20210630,DIST,Dividend,1444,USD,0.900665,1301,0.111111111,Settled,Pro Rata by Eligible Commitment
2727,ICF-002727,257,CF-BG2-20210630-0147,2,BG2,3,GSIA,44377,20210630,DIST,Dividend,2167,USD,0.900665,1952,0.166666667,Settled,Pro Rata by Eligible Commitment
2728,ICF-002728,257,CF-BG2-20210630-0147,2,BG2,4,CPP,44377,20210630,DIST,Dividend,1878,USD,0.900665,1691,0.144444444,Settled,Pro Rata by Eligible Commitment
2729,ICF-002729,257,CF-BG2-20210630-0147,2,BG2,6,SPBAM,44377,20210630,DIST,Dividend,1011,USD,0.900665,911,0.077777778,Settled,Pro Rata by Eligible Commitment
2730,ICF-002730,257,CF-BG2-20210630-0147,2,BG2,11,MCV,44377,20210630,DIST,Dividend,289,USD,0.900665,260,0.022222222,Settled,Pro Rata by Eligible Commitment
2731,ICF-002731,257,CF-BG2-20210630-0147,2,BG2,5,UKPBF,44377,20210630,DIST,Dividend,722,USD,0.900665,650,0.055555556,Settled,Pro Rata by Eligible Commitment
2732,ICF-002732,257,CF-BG2-20210630-0147,2,BG2,7,AIP,44377,20210630,DIST,Dividend,1733,USD,0.900665,1561,0.133333333,Settled,Pro Rata by Eligible Commitment
2733,ICF-002733,257,CF-BG2-20210630-0147,2,BG2,8,UUE,44377,20210630,DIST,Dividend,1156,USD,0.900665,1041,0.088888889,Settled,Pro Rata by Eligible Commitment
2734,ICF-002734,257,CF-BG2-20210630-0147,2,BG2,9,EIG,44377,20210630,DIST,Dividend,1011,USD,0.900665,911,0.077777778,Settled,Pro Rata by Eligible Commitment
2735,ICF-002735,257,CF-BG2-20210630-0147,2,BG2,10,GPCF,44377,20210630,DIST,Dividend,289,USD,0.900665,260,0.022222222,Settled,Pro Rata by Eligible Commitment
2736,ICF-002736,258,CF-BG2-20210930-0223,2,BG2,1,SPR,44469,20210930,CALL,Follow-on Investment,-1456300,USD,0.914272,-1331454,0.1,Settled,Pro Rata by Eligible Commitment
2737,ICF-002737,258,CF-BG2-20210930-0223,2,BG2,2,NIG,44469,20210930,CALL,Follow-on Investment,-1618111,USD,0.914272,-1479394,0.111111111,Settled,Pro Rata by Eligible Commitment
2738,ICF-002738,258,CF-BG2-20210930-0223,2,BG2,3,GSIA,44469,20210930,CALL,Follow-on Investment,-2427167,USD,0.914272,-2219090,0.166666667,Settled,Pro Rata by Eligible Commitment
2739,ICF-002739,258,CF-BG2-20210930-0223,2,BG2,4,CPP,44469,20210930,CALL,Follow-on Investment,-2103544,USD,0.914272,-1923212,0.144444444,Settled,Pro Rata by Eligible Commitment
2740,ICF-002740,258,CF-BG2-20210930-0223,2,BG2,6,SPBAM,44469,20210930,CALL,Follow-on Investment,-1132678,USD,0.914272,-1035575,0.077777778,Settled,Pro Rata by Eligible Commitment
2741,ICF-002741,258,CF-BG2-20210930-0223,2,BG2,11,MCV,44469,20210930,CALL,Follow-on Investment,-323622,USD,0.914272,-295879,0.022222222,Settled,Pro Rata by Eligible Commitment
2742,ICF-002742,258,CF-BG2-20210930-0223,2,BG2,5,UKPBF,44469,20210930,CALL,Follow-on Investment,-809056,USD,0.914272,-739697,0.055555556,Settled,Pro Rata by Eligible Commitment
2743,ICF-002743,258,CF-BG2-20210930-0223,2,BG2,7,AIP,44469,20210930,CALL,Follow-on Investment,-1941733,USD,0.914272,-1775272,0.133333333,Settled,Pro Rata by Eligible Commitment
2744,ICF-002744,258,CF-BG2-20210930-0223,2,BG2,8,UUE,44469,20210930,CALL,Follow-on Investment,-1294489,USD,0.914272,-1183515,0.088888889,Settled,Pro Rata by Eligible Commitment
2745,ICF-002745,258,CF-BG2-20210930-0223,2,BG2,9,EIG,44469,20210930,CALL,Follow-on Investment,-1132678,USD,0.914272,-1035576,0.077777778,Settled,Pro Rata by Eligible Commitment
2746,ICF-002746,258,CF-BG2-20210930-0223,2,BG2,10,GPCF,44469,20210930,CALL,Follow-on Investment,-323622,USD,0.914272,-295879,0.022222222,Settled,Pro Rata by Eligible Commitment
